Procs,Terms,Variable,Total,Rank,Time
14,20000,0.990000,100.000000,13,0.170585
15,20000,0.990000,100.000000,0,0.148282
15,20000,0.990000,100.000000,1,0.199520
15,20000,0.990000,100.000000,2,0.155868
15,20000,0.990000,100.000000,3,0.165790
15,20000,0.990000,100.000000,4,0.170511
15,20000,0.990000,100.000000,5,0.161362
15,20000,0.990000,100.000000,6,0.157451
15,20000,0.990000,100.000000,7,0.163393
15,20000,0.990000,100.000000,8,0.155649
15,20000,0.990000,100.000000,9,0.160221
15,20000,0.990000,100.000000,10,0.155000
15,20000,0.990000,100.000000,11,0.158996
15,20000,0.990000,100.000000,12,0.156735
15,20000,0.990000,100.000000,13,0.165640
15,20000,0.990000,100.000000,14,0.169016
16,20000,0.990000,100.000000,0,0.155212
16,20000,0.990000,100.000000,1,0.192005
16,20000,0.990000,100.000000,2,0.153307
16,20000,0.990000,100.000000,3,0.159720
16,20000,0.990000,100.000000,4,0.152714
16,20000,0.990000,100.000000,5,0.151840
16,20000,0.990000,100.000000,6,0.160841
16,20000,0.990000,100.000000,7,0.149833
16,20000,0.990000,100.000000,8,0.154495
16,20000,0.990000,100.000000,9,0.150239
16,20000,0.990000,100.000000,10,0.159254
16,20000,0.990000,100.000000,11,0.149157
16,20000,0.990000,100.000000,12,0.149573
16,20000,0.990000,100.000000,13,0.150753
16,20000,0.990000,100.000000,14,0.134857
16,20000,0.990000,100.000000,15,0.154631
1,30000,0.990000,100.000000,0,3.527288
2,30000,0.990000,100.000000,0,1.844617
2,30000,0.990000,100.000000,1,1.870699
3,30000,0.990000,100.000000,0,1.281041
3,30000,0.990000,100.000000,1,1.356554
3,30000,0.990000,100.000000,2,1.382890
4,30000,0.990000,100.000000,0,0.969407
4,30000,0.990000,100.000000,1,1.119345
4,30000,0.990000,100.000000,2,0.967430
4,30000,0.990000,100.000000,3,1.071018
5,30000,0.990000,100.000000,0,0.932764
5,30000,0.990000,100.000000,1,0.906215
5,30000,0.990000,100.000000,2,0.892138
5,30000,0.990000,100.000000,3,0.921237
5,30000,0.990000,100.000000,4,0.780409
6,30000,0.990000,100.000000,0,0.652815
6,30000,0.990000,100.000000,1,0.821416
6,30000,0.990000,100.000000,2,0.766048
6,30000,0.990000,100.000000,3,0.811970
6,30000,0.990000,100.000000,4,0.683132
6,30000,0.990000,100.000000,5,0.809776
7,30000,0.990000,100.000000,0,0.574802
7,30000,0.990000,100.000000,1,0.527667
7,30000,0.990000,100.000000,2,0.733371
7,30000,0.990000,100.000000,3,0.532457
7,30000,0.990000,100.000000,4,0.706302
7,30000,0.990000,100.000000,5,0.719203
7,30000,0.990000,100.000000,6,0.685931
8,30000,0.990000,100.000000,0,0.502582
8,30000,0.990000,100.000000,1,0.622796
8,30000,0.990000,100.000000,2,0.618797
8,30000,0.990000,100.000000,3,0.624075
8,30000,0.990000,100.000000,4,0.623493
8,30000,0.990000,100.000000,5,0.624563
8,30000,0.990000,100.000000,6,0.524078
8,30000,0.990000,100.000000,7,0.625139
9,30000,0.990000,100.000000,0,0.460724
9,30000,0.990000,100.000000,1,0.557241
9,30000,0.990000,100.000000,2,0.549613
9,30000,0.990000,100.000000,3,0.557135
9,30000,0.990000,100.000000,4,0.470953
9,30000,0.990000,100.000000,5,0.561452
9,30000,0.990000,100.000000,6,0.562210
9,30000,0.990000,100.000000,7,0.462993
9,30000,0.990000,100.000000,8,0.554399
10,30000,0.990000,100.000000,0,0.398475
10,30000,0.990000,100.000000,1,0.533397
10,30000,0.990000,100.000000,2,0.495433
10,30000,0.990000,100.000000,3,0.502423
10,30000,0.990000,100.000000,4,0.427073
10,30000,0.990000,100.000000,5,0.528739
10,30000,0.990000,100.000000,6,0.432498
10,30000,0.990000,100.000000,7,0.439083
10,30000,0.990000,100.000000,8,0.417390
10,30000,0.990000,100.000000,9,0.502222
11,30000,0.990000,100.000000,0,0.452073
11,30000,0.990000,100.000000,1,0.460320
11,30000,0.990000,100.000000,2,0.382077
11,30000,0.990000,100.000000,3,0.391113
11,30000,0.990000,100.000000,4,0.507025
11,30000,0.990000,100.000000,5,0.459450
11,30000,0.990000,100.000000,6,0.395255
11,30000,0.990000,100.000000,7,0.455007
11,30000,0.990000,100.000000,8,0.451941
11,30000,0.990000,100.000000,9,0.393280
11,30000,0.990000,100.000000,10,0.446507
12,30000,0.990000,100.000000,0,0.353354
12,30000,0.990000,100.000000,1,0.451763
12,30000,0.990000,100.000000,2,0.378836
12,30000,0.990000,100.000000,3,0.420957
12,30000,0.990000,100.000000,4,0.415495
12,30000,0.990000,100.000000,5,0.422543
12,30000,0.990000,100.000000,6,0.412959
12,30000,0.990000,100.000000,7,0.328521
12,30000,0.990000,100.000000,8,0.354445
12,30000,0.990000,100.000000,9,0.409391
12,30000,0.990000,100.000000,10,0.440995
12,30000,0.990000,100.000000,11,0.359724
13,30000,0.990000,100.000000,0,0.317187
13,30000,0.990000,100.000000,1,0.437185
13,30000,0.990000,100.000000,2,0.388807
13,30000,0.990000,100.000000,3,0.403606
13,30000,0.990000,100.000000,4,0.403377
13,30000,0.990000,100.000000,5,0.402733
13,30000,0.990000,100.000000,6,0.327096
13,30000,0.990000,100.000000,7,0.394665
13,30000,0.990000,100.000000,8,0.338029
13,30000,0.990000,100.000000,9,0.387998
13,30000,0.990000,100.000000,10,0.387240
13,30000,0.990000,100.000000,11,0.341264
13,30000,0.990000,100.000000,12,0.392704
14,30000,0.990000,100.000000,0,0.353200
14,30000,0.990000,100.000000,1,0.324392
14,30000,0.990000,100.000000,2,0.355867
14,30000,0.990000,100.000000,3,0.369350
14,30000,0.990000,100.000000,4,0.369038
14,30000,0.990000,100.000000,5,0.367565
14,30000,0.990000,100.000000,6,0.372292
14,30000,0.990000,100.000000,7,0.373795
14,30000,0.990000,100.000000,8,0.363506
14,30000,0.990000,100.000000,9,0.357801
14,30000,0.990000,100.000000,10,0.359256
14,30000,0.990000,100.000000,11,0.364208
14,30000,0.990000,100.000000,12,0.320344
14,30000,0.990000,100.000000,13,0.361949
15,30000,0.990000,100.000000,0,0.291008
15,30000,0.990000,100.000000,1,0.361123
15,30000,0.990000,100.000000,2,0.352685
15,30000,0.990000,100.000000,3,0.336543
15,30000,0.990000,100.000000,4,0.341565
15,30000,0.990000,100.000000,5,0.345421
15,30000,0.990000,100.000000,6,0.338770
15,30000,0.990000,100.000000,7,0.342349
15,30000,0.990000,100.000000,8,0.340382
15,30000,0.990000,100.000000,9,0.332012
15,30000,0.990000,100.000000,10,0.333549
15,30000,0.990000,100.000000,11,0.334309
15,30000,0.990000,100.000000,12,0.335733
15,30000,0.990000,100.000000,13,0.340474
15,30000,0.990000,100.000000,14,0.374769
16,30000,0.990000,100.000000,0,0.328725
16,30000,0.990000,100.000000,1,0.316597
16,30000,0.990000,100.000000,2,0.321439
16,30000,0.990000,100.000000,3,0.341697
16,30000,0.990000,100.000000,4,0.331633
16,30000,0.990000,100.000000,5,0.314021
16,30000,0.990000,100.000000,6,0.309145
16,30000,0.990000,100.000000,7,0.359754
16,30000,0.990000,100.000000,8,0.335566
16,30000,0.990000,100.000000,9,0.317275
16,30000,0.990000,100.000000,10,0.317729
16,30000,0.990000,100.000000,11,0.320136
16,30000,0.990000,100.000000,12,0.319310
16,30000,0.990000,100.000000,13,0.320121
16,30000,0.990000,100.000000,14,0.287888
16,30000,0.990000,100.000000,15,0.315806
